Unnamed: 0,TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
86,2023-08-06 16:48:14,23.16,60.72,34,33,29.09,101.73,6.0,442.0,,,
87,2023-08-06 16:49:14,23.17,60.61,34,30,27.36,101.73,4.0,428.0,,,
88,2023-08-06 16:50:14,23.17,60.62,35,32,22.37,101.73,4.0,427.0,,,
89,2023-08-06 16:51:14,23.16,60.61,34,30,27.57,101.73,5.0,434.0,,,
90,2023-08-06 16:52:14,23.12,60.72,34,29,31.97,101.73,5.0,434.0,1.0,1.0,1.0
91,2023-08-06 16:53:14,23.14,60.97,34,30,24.65,101.74,3.0,420.0,,,
92,2023-08-06 16:54:14,23.16,60.89,34,30,26.16,101.74,1.0,407.0,,,
93,2023-08-06 16:55:14,23.12,60.87,34,27,26.78,101.74,1.0,408.0,,,
94,2023-08-06 16:56:14,23.12,60.9,34,19,26.21,101.74,0.0,403.0,,,
95,2023-08-06 16:57:14,23.16,60.91,34,21,30.04,101.75,1.0,409.0,0.0,0.0,0.0
96,2023-08-06 16:58:14,23.16,61.2,34,5,21.56,101.74,0.0,400.0,,,
97,2023-08-06 16:59:14,23.14,61.13,34,5,29.47,101.74,0.0,400.0,,,
98,2023-08-06 17:00:14,23.17,61.13,34,6,27.02,101.74,0.0,406.0,,,
99,2023-08-06 17:01:14,23.14,61.19,34,29,27.64,101.74,0.0,400.0,,,
100,2023-08-06 17:02:14,23.16,61.1,34,29,27.94,101.74,0.0,401.0,0.0,0.0,0.0
101,2023-08-06 17:03:14,23.16,61.38,35,29,26.21,101.74,0.0,400.0,,,
102,2023-08-06 17:04:14,23.16,61.24,34,29,31.42,101.75,0.0,400.0,,,
103,2023-08-06 17:05:14,23.18,61.22,34,29,28.95,101.75,1.0,408.0,,,
104,2023-08-06 17:06:14,23.16,61.19,34,29,24.07,101.74,1.0,409.0,,,
105,2023-08-06 17:07:14,23.14,61.26,34,28,22.78,101.74,1.0,410.0,2.0,2.0,2.0
106,2023-08-06 17:08:14,23.18,61.52,34,28,25.19,101.74,0.0,400.0,,,
107,2023-08-06 17:09:14,23.17,61.38,34,28,23.45,101.74,0.0,403.0,,,
108,2023-08-06 17:10:14,23.18,61.41,34,28,28.57,101.74,0.0,405.0,,,
109,2023-08-06 17:11:14,23.17,61.42,34,28,27.64,101.75,0.0,401.0,,,
110,2023-08-06 17:12:14,23.16,61.39,34,28,25.13,101.74,0.0,400.0,0.0,0.0,0.0
111,2023-08-06 17:13:14,23.18,61.69,34,28,26.95,101.74,0.0,400.0,,,
112,2023-08-06 17:14:14,23.2,61.55,34,28,25.62,101.74,0.0,403.0,,,
113,2023-08-06 17:15:14,23.22,61.6,34,28,28.17,101.75,0.0,403.0,,,
114,2023-08-06 17:16:14,23.21,61.55,34,28,24.5,101.74,0.0,405.0,,,
115,2023-08-06 17:17:14,23.21,61.57,34,26,26.82,101.74,0.0,400.0,1.0,1.0,1.0
116,2023-08-06 17:18:14,23.22,61.82,34,28,34.54,101.74,0.0,400.0,,,
117,2023-08-06 17:19:14,23.22,61.68,34,24,29.21,101.74,0.0,400.0,,,
118,2023-08-06 17:20:14,23.24,61.74,34,10,23.05,101.74,1.0,407.0,,,
119,2023-08-06 17:21:14,23.25,61.73,34,24,23.9,101.74,0.0,403.0,,,
120,2023-08-06 17:22:14,23.25,61.71,34,28,25.5,101.74,0.0,400.0,0.0,0.0,0.0
121,2023-08-06 17:23:14,23.28,61.94,34,27,31.55,101.74,0.0,400.0,,,
122,2023-08-06 17:24:14,23.31,61.82,34,27,23.45,101.75,0.0,403.0,,,
123,2023-08-06 17:25:14,23.28,61.79,34,27,25.73,101.75,0.0,400.0,,,
124,2023-08-06 17:26:14,23.28,61.78,34,27,25.32,101.75,0.0,405.0,,,
125,2023-08-06 17:27:14,23.3,61.74,34,27,29.87,101.74,0.0,405.0,0.0,0.0,0.0
126,2023-08-06 17:28:14,23.32,62.05,34,25,24.58,101.75,0.0,400.0,,,
127,2023-08-06 17:29:14,23.31,61.91,34,25,28.6,101.75,0.0,400.0,,,
128,2023-08-06 17:30:14,23.32,61.89,34,24,21.99,101.75,1.0,408.0,,,
129,2023-08-06 17:31:14,23.32,61.85,34,24,30.62,101.75,1.0,408.0,,,
130,2023-08-06 17:32:14,23.32,61.86,34,24,26.5,101.75,0.0,405.0,0.0,0.0,0.0
131,2023-08-06 17:33:14,23.38,62.15,34,24,28.07,101.75,0.0,406.0,,,
132,2023-08-06 17:34:14,23.35,62.02,34,24,26.14,101.75,0.0,400.0,,,
133,2023-08-06 17:35:14,23.38,61.97,34,27,26.84,101.76,1.0,408.0,,,
134,2023-08-06 17:36:14,23.4,61.96,34,24,27.24,101.76,2.0,414.0,,,
135,2023-08-06 17:37:14,23.4,61.95,34,25,22.55,101.76,1.0,410.0,0.0,0.0,0.0
136,2023-08-06 17:38:14,23.41,62.13,34,25,23.68,101.76,0.0,400.0,,,
137,2023-08-06 17:39:14,23.44,62.01,34,24,34.69,101.76,0.0,400.0,,,
138,2023-08-06 17:40:14,23.44,62.01,34,24,26.16,101.77,1.0,408.0,,,
139,2023-08-06 17:41:14,23.45,62.03,34,24,29.42,101.76,0.0,405.0,,,
140,2023-08-06 17:42:14,23.45,61.99,34,24,24.76,101.76,1.0,410.0,0.0,0.0,0.0
141,2023-08-06 17:43:14,23.49,62.17,34,17,30.13,101.77,0.0,400.0,,,
142,2023-08-06 17:44:14,23.48,62.06,34,22,26.71,101.76,0.0,400.0,,,
143,2023-08-06 17:45:14,23.45,62.07,34,23,28.36,101.77,0.0,403.0,,,
144,2023-08-06 17:46:14,23.49,62.06,34,23,36.47,101.77,0.0,405.0,,,
145,2023-08-06 17:47:14,23.49,62.02,34,23,25.26,101.77,0.0,406.0,0.0,0.0,0.0
146,2023-08-06 17:48:14,23.51,62.22,34,22,23.98,101.78,0.0,400.0,,,
147,2023-08-06 17:49:14,23.53,62.11,34,22,26.78,101.78,0.0,400.0,,,
148,2023-08-06 17:50:14,23.52,62.05,34,22,25.84,101.77,1.0,408.0,,,
149,2023-08-06 17:51:14,23.55,62.08,34,22,27.73,101.77,1.0,409.0,,,
150,2023-08-06 17:52:14,23.52,62.07,34,20,25.5,101.77,0.0,406.0,0.0,0.0,0.0
151,2023-08-06 17:53:14,23.53,62.23,34,20,23.35,101.78,0.0,400.0,,,
152,2023-08-06 17:54:14,23.56,62.12,34,20,25.44,101.78,0.0,400.0,,,
153,2023-08-06 17:55:14,23.58,62.12,34,20,29.38,101.78,0.0,403.0,,,
154,2023-08-06 17:56:14,23.58,62.07,34,20,26.76,101.78,0.0,405.0,,,
155,2023-08-06 17:57:14,23.58,62.12,34,21,27.12,101.78,1.0,410.0,0.0,0.0,0.0
156,2023-08-06 17:58:14,23.61,62.28,34,20,23.45,101.78,0.0,400.0,,,
157,2023-08-06 17:59:14,23.63,62.13,34,20,28.33,101.78,0.0,400.0,,,
158,2023-08-06 18:00:14,23.59,62.17,34,19,24.86,101.78,0.0,402.0,,,
159,2023-08-06 18:01:14,23.62,62.1,34,20,27.68,101.78,0.0,403.0,,,
160,2023-08-06 18:02:14,23.62,62.12,34,16,26.24,101.79,0.0,405.0,0.0,0.0,0.0
161,2023-08-06 18:03:14,23.65,62.28,34,9,24.46,101.79,0.0,400.0,,,
162,2023-08-06 18:04:14,23.65,62.18,34,7,31.26,101.79,0.0,400.0,,,
163,2023-08-06 18:05:14,23.65,62.12,34,5,27.57,101.79,1.0,407.0,,,
164,2023-08-06 18:06:14,23.65,62.13,34,5,24.83,101.79,0.0,403.0,,,
165,2023-08-06 18:07:14,23.65,62.1,34,3,24.58,101.79,0.0,405.0,0.0,0.0,0.0
166,2023-08-06 18:08:14,23.65,62.25,34,0,27.97,101.78,0.0,400.0,,,
167,2023-08-06 18:09:14,23.65,62.16,34,0,32.89,101.79,0.0,400.0,,,
168,2023-08-06 18:10:14,23.66,62.13,34,0,26.0,101.79,0.0,402.0,,,
169,2023-08-06 18:11:14,23.62,62.14,34,0,23.25,101.79,0.0,403.0,,,
170,2023-08-06 18:12:14,23.66,62.1,34,0,24.5,101.79,0.0,400.0,1.0,1.0,1.0
171,2023-08-06 18:13:14,23.68,62.3,34,5,26.24,101.79,0.0,400.0,,,
172,2023-08-06 18:14:14,23.69,62.21,34,7,26.97,101.79,0.0,400.0,,,
173,2023-08-06 18:15:14,23.68,62.2,34,12,26.19,101.78,1.0,407.0,,,
174,2023-08-06 18:16:14,23.66,62.14,34,97,26.84,101.79,0.0,400.0,,,
175,2023-08-06 18:17:14,23.66,62.16,34,8,25.35,101.79,0.0,403.0,0.0,0.0,0.0
176,2023-08-06 18:18:14,23.69,62.34,34,11,22.72,101.8,0.0,400.0,,,
177,2023-08-06 18:19:14,23.71,62.27,33,0,30.03,101.8,0.0,405.0,,,
178,2023-08-06 18:20:14,23.68,62.2,34,7,27.22,101.8,0.0,405.0,,,
179,2023-08-06 18:21:14,23.69,62.21,34,10,20.93,101.8,1.0,407.0,,,
180,2023-08-06 18:22:14,23.69,62.19,33,0,24.61,101.81,0.0,406.0,1.0,1.0,1.0
181,2023-08-06 18:23:14,23.73,62.32,33,0,22.99,101.8,0.0,403.0,,,
182,2023-08-06 18:24:14,23.72,62.26,34,0,26.64,101.8,0.0,400.0,,,
183,2023-08-06 18:25:14,23.72,62.21,34,0,24.39,101.8,0.0,400.0,,,
184,2023-08-06 18:26:14,23.72,62.19,34,0,23.1,101.8,1.0,407.0,,,
185,2023-08-06 18:27:14,23.72,62.22,33,0,27.16,101.8,1.0,409.0,0.0,0.0,0.0
186,2023-08-06 18:28:14,23.71,62.35,33,0,26.95,101.81,0.0,400.0,,,
187,2023-08-06 18:29:14,23.73,62.24,33,15,31.75,101.81,0.0,400.0,,,
188,2023-08-06 18:30:14,23.75,62.21,34,17,54.64,101.8,1.0,411.0,,,
189,2023-08-06 18:31:14,23.75,62.2,33,12,31.51,101.81,0.0,400.0,,,
190,2023-08-06 18:32:14,23.73,62.16,33,14,28.42,101.81,0.0,400.0,0.0,0.0,0.0
191,2023-08-06 18:33:14,23.73,62.31,33,17,31.33,101.81,1.0,409.0,,,
192,2023-08-06 18:34:14,23.73,62.2,33,15,24.72,101.82,0.0,403.0,,,
193,2023-08-06 18:35:14,23.76,62.2,33,13,24.43,101.82,1.0,407.0,,,
194,2023-08-06 18:36:14,23.75,62.21,34,7,27.49,101.82,0.0,400.0,,,
195,2023-08-06 18:37:14,23.75,62.21,33,12,22.94,101.82,0.0,400.0,1.0,1.0,9.0
196,2023-08-06 18:38:14,23.73,62.32,33,10,27.45,101.82,0.0,400.0,,,
197,2023-08-06 18:39:14,23.78,62.24,33,11,23.2,101.82,2.0,415.0,,,
198,2023-08-06 18:40:14,23.76,62.25,33,0,32.65,101.82,0.0,401.0,,,
199,2023-08-06 18:41:14,23.78,62.24,33,8,22.43,101.81,0.0,400.0,,,
200,2023-08-06 18:42:14,23.76,62.26,33,8,25.56,101.81,0.0,402.0,0.0,0.0,0.0
201,2023-08-06 18:43:14,23.78,62.34,33,11,25.53,101.82,0.0,400.0,,,
202,2023-08-06 18:44:14,23.78,62.29,33,11,29.93,101.82,0.0,400.0,,,
203,2023-08-06 18:45:14,23.78,62.25,33,8,27.16,101.81,1.0,408.0,,,
204,2023-08-06 18:46:14,23.78,62.29,33,9,26.99,101.81,0.0,406.0,,,
205,2023-08-06 18:47:14,23.79,62.24,33,9,28.76,101.82,1.0,407.0,0.0,0.0,0.0
206,2023-08-06 18:48:14,23.82,62.35,34,9,28.33,101.81,0.0,400.0,,,
207,2023-08-06 18:49:14,23.79,62.3,33,11,23.94,101.82,0.0,400.0,,,
208,2023-08-06 18:50:14,23.79,62.28,33,11,25.19,101.81,0.0,403.0,,,
209,2023-08-06 18:51:14,23.83,62.27,33,11,26.71,101.82,0.0,401.0,,,
210,2023-08-06 18:52:14,23.79,62.24,33,6,26.24,101.81,0.0,402.0,0.0,0.0,0.0
211,2023-08-06 18:53:14,23.83,62.41,33,0,26.53,101.82,0.0,400.0,,,
212,2023-08-06 18:54:14,23.85,62.31,33,0,34.72,101.82,0.0,400.0,,,
213,2023-08-06 18:55:14,23.83,62.26,33,0,26.16,101.82,0.0,403.0,,,
214,2023-08-06 18:56:14,23.83,62.34,33,0,29.61,101.81,0.0,401.0,,,
215,2023-08-06 18:57:14,23.83,62.33,33,0,26.43,101.81,0.0,400.0,0.0,0.0,0.0
216,2023-08-06 18:58:14,23.83,62.48,33,3,30.2,101.8,0.0,400.0,,,
217,2023-08-06 18:59:14,23.85,62.38,33,4,28.48,101.81,0.0,400.0,,,
218,2023-08-06 19:00:14,23.85,62.39,33,5,24.83,101.81,0.0,403.0,,,
219,2023-08-06 19:01:14,23.83,62.38,33,5,21.49,101.81,0.0,406.0,,,
220,2023-08-06 19:02:14,23.83,62.39,33,3,23.68,101.81,1.0,407.0,0.0,0.0,0.0
221,2023-08-06 19:03:14,23.85,62.53,33,2,27.38,101.81,0.0,400.0,,,
222,2023-08-06 19:04:14,23.86,62.44,33,1,32.77,101.81,0.0,403.0,,,
223,2023-08-06 19:05:14,23.86,62.48,33,0,25.56,101.82,0.0,406.0,,,
224,2023-08-06 19:06:14,23.83,62.45,33,0,30.65,101.82,1.0,407.0,,,
225,2023-08-06 19:07:14,23.88,62.45,33,0,23.49,101.82,0.0,406.0,1.0,1.0,1.0
226,2023-08-06 19:08:14,23.88,62.59,33,0,26.67,101.81,0.0,400.0,,,
227,2023-08-06 19:09:14,23.86,62.5,33,0,31.18,101.81,0.0,400.0,,,
228,2023-08-06 19:10:14,23.86,62.52,33,0,25.53,101.81,1.0,413.0,,,
229,2023-08-06 19:11:14,23.88,62.53,33,0,28.45,101.81,0.0,406.0,,,
230,2023-08-06 19:12:14,23.86,62.48,33,0,25.53,101.81,1.0,407.0,0.0,0.0,0.0
231,2023-08-06 19:13:14,23.88,62.6,33,0,27.47,101.81,0.0,406.0,,,
232,2023-08-06 19:14:14,23.88,62.53,33,0,26.38,101.81,0.0,400.0,,,
233,2023-08-06 19:15:14,23.88,62.53,33,0,28.11,101.81,1.0,408.0,,,
234,2023-08-06 19:16:14,23.88,62.48,33,0,29.32,101.81,0.0,406.0,,,
235,2023-08-06 19:17:14,23.85,62.5,33,0,28.14,101.81,1.0,407.0,3.0,4.0,4.0
236,2023-08-06 19:18:14,23.88,62.59,33,0,29.04,101.81,0.0,401.0,,,
237,2023-08-06 19:19:14,23.88,62.53,33,0,25.5,101.81,0.0,400.0,,,
238,2023-08-06 19:20:14,23.86,62.51,33,0,27.44,101.81,0.0,403.0,,,
239,2023-08-06 19:21:14,23.86,62.5,33,0,25.16,101.81,0.0,401.0,,,
240,2023-08-06 19:22:14,23.86,62.52,33,0,29.76,101.81,0.0,402.0,0.0,0.0,0.0
241,2023-08-06 19:23:14,23.89,62.64,33,0,28.55,101.82,0.0,400.0,,,
242,2023-08-06 19:24:14,23.88,62.55,33,0,28.66,101.81,0.0,400.0,,,
243,2023-08-06 19:25:14,23.88,62.58,33,0,28.93,101.81,0.0,400.0,,,
244,2023-08-06 19:26:14,23.85,62.5,33,0,27.12,101.82,0.0,403.0,,,
245,2023-08-06 19:27:14,23.88,62.56,33,0,27.49,101.82,0.0,406.0,1.0,1.0,1.0
246,2023-08-06 19:28:14,23.86,62.64,33,0,26.46,101.82,0.0,400.0,,,
247,2023-08-06 19:29:14,23.85,62.54,33,0,32.75,101.82,0.0,400.0,,,
248,2023-08-06 19:30:14,23.88,62.52,33,0,29.42,101.83,0.0,402.0,,,
249,2023-08-06 19:31:14,23.86,62.54,33,0,31.22,101.82,0.0,405.0,,,
250,2023-08-06 19:32:14,23.85,62.55,33,0,29.99,101.83,0.0,406.0,3.0,3.0,3.0
251,2023-08-06 19:33:14,23.88,62.65,33,0,27.42,101.82,0.0,400.0,,,
252,2023-08-06 19:34:14,23.86,62.59,33,0,24.54,101.82,0.0,400.0,,,
253,2023-08-06 19:35:14,23.85,62.55,33,0,27.02,101.82,0.0,405.0,,,
254,2023-08-06 19:36:14,23.85,62.58,33,0,24.89,101.82,0.0,402.0,,,
255,2023-08-06 19:37:14,23.83,62.57,33,0,32.54,101.82,0.0,402.0,0.0,0.0,0.0
256,2023-08-06 19:38:14,23.85,62.7,33,0,27.47,101.82,0.0,400.0,,,
257,2023-08-06 19:39:14,23.86,62.63,32,0,27.53,101.82,0.0,403.0,,,
258,2023-08-06 19:40:14,23.86,62.59,33,0,28.11,101.83,0.0,400.0,,,
259,2023-08-06 19:41:14,23.85,62.61,33,0,26.55,101.82,0.0,403.0,,,
260,2023-08-06 19:42:14,23.83,62.61,33,0,33.02,101.82,0.0,401.0,1.0,1.0,1.0
261,2023-08-06 19:43:14,23.83,62.75,33,0,23.1,101.83,0.0,400.0,,,
262,2023-08-06 19:44:14,23.82,62.7,33,0,24.79,101.83,0.0,400.0,,,
263,2023-08-06 19:45:14,23.83,62.66,33,0,26.69,101.83,1.0,408.0,,,
264,2023-08-06 19:46:14,23.82,62.65,33,0,28.33,101.83,1.0,409.0,,,
265,2023-08-06 19:47:14,23.85,62.66,33,0,28.81,101.83,0.0,402.0,2.0,2.0,2.0
266,2023-08-06 19:48:14,23.85,62.78,32,0,26.46,101.83,0.0,400.0,,,
267,2023-08-06 19:49:14,23.82,62.72,33,0,27.36,101.83,0.0,400.0,,,
268,2023-08-06 19:50:14,23.82,62.7,32,0,21.56,101.83,1.0,408.0,,,
269,2023-08-06 19:51:14,23.82,62.66,32,0,27.53,101.83,0.0,406.0,,,
270,2023-08-06 19:52:14,23.82,62.7,32,0,26.93,101.83,0.0,402.0,2.0,3.0,3.0
271,2023-08-06 19:53:14,23.79,62.78,32,0,22.55,101.84,0.0,400.0,,,
272,2023-08-06 19:54:14,23.79,62.76,32,0,29.08,101.84,0.0,400.0,,,
273,2023-08-06 19:55:14,23.81,62.67,32,0,24.31,101.84,0.0,400.0,,,
274,2023-08-06 19:56:14,23.82,62.72,32,0,25.47,101.84,0.0,405.0,,,
275,2023-08-06 19:57:14,23.79,62.69,32,0,25.73,101.85,0.0,406.0,0.0,0.0,0.0
276,2023-08-06 19:58:14,23.81,62.8,32,0,29.22,101.85,0.0,400.0,,,
277,2023-08-06 19:59:14,23.79,62.68,32,0,29.51,101.85,0.0,400.0,,,
278,2023-08-06 20:00:14,23.79,62.71,32,0,25.9,101.85,1.0,407.0,,,
279,2023-08-06 20:01:14,23.78,62.69,32,0,25.32,101.85,0.0,403.0,,,
280,2023-08-06 20:02:14,23.78,62.65,32,0,27.51,101.85,0.0,402.0,0.0,0.0,0.0
281,2023-08-06 20:03:14,23.79,62.82,32,0,24.11,101.85,0.0,400.0,,,
282,2023-08-06 20:04:14,23.81,62.77,32,0,23.49,101.85,0.0,400.0,,,
283,2023-08-06 20:05:14,23.78,62.68,32,0,23.4,101.85,0.0,400.0,,,
284,2023-08-06 20:06:14,23.76,62.71,32,0,26.08,101.86,1.0,411.0,,,
285,2023-08-06 20:07:14,23.75,62.73,32,0,25.26,101.85,0.0,403.0,0.0,0.0,0.0
286,2023-08-06 20:08:14,23.73,62.78,32,0,30.35,101.86,0.0,402.0,,,
287,2023-08-06 20:09:14,23.79,62.75,32,0,25.5,101.86,1.0,407.0,,,
288,2023-08-06 20:10:14,23.76,62.73,32,0,22.43,101.85,0.0,400.0,,,
289,2023-08-06 20:11:14,23.76,62.7,32,0,25.59,101.86,0.0,405.0,,,
290,2023-08-06 20:12:14,23.73,62.73,32,0,24.65,101.86,0.0,401.0,1.0,1.0,1.0
291,2023-08-06 20:13:14,23.72,62.81,32,0,25.41,101.86,1.0,413.0,,,
292,2023-08-06 20:14:14,23.75,62.72,32,0,26.06,101.86,0.0,405.0,,,
293,2023-08-06 20:15:14,23.76,62.72,32,0,24.46,101.86,0.0,400.0,,,
294,2023-08-06 20:16:14,23.73,62.72,32,0,26.78,101.86,0.0,400.0,,,
295,2023-08-06 20:17:14,23.73,62.74,32,0,24.65,101.86,3.0,424.0,1.0,4.0,4.0
296,2023-08-06 20:18:14,23.72,62.83,32,0,29.01,101.87,2.0,418.0,,,
297,2023-08-06 20:19:14,23.73,62.8,32,0,27.47,101.86,1.0,413.0,,,
298,2023-08-06 20:20:14,23.72,62.74,32,0,27.06,101.86,2.0,418.0,,,
299,2023-08-06 20:21:14,23.71,62.74,32,0,25.0,101.87,3.0,421.0,,,
300,2023-08-06 20:22:14,23.68,62.73,32,0,23.77,101.87,3.0,420.0,0.0,0.0,0.0
301,2023-08-06 20:23:14,23.72,62.81,32,0,27.6,101.87,0.0,406.0,,,
302,2023-08-06 20:24:14,23.71,62.78,32,0,23.59,101.87,0.0,401.0,,,
303,2023-08-06 20:25:14,23.71,62.77,32,0,26.21,101.87,0.0,400.0,,,
304,2023-08-06 20:26:14,23.69,62.76,32,0,23.05,101.87,0.0,400.0,,,
305,2023-08-06 20:27:14,23.66,62.74,32,0,27.49,101.87,1.0,407.0,0.0,0.0,0.0
306,2023-08-06 20:28:14,23.69,62.84,32,0,26.21,101.87,0.0,400.0,,,
307,2023-08-06 20:29:14,23.69,62.73,32,0,23.45,101.88,0.0,402.0,,,
308,2023-08-06 20:30:14,23.68,62.76,32,0,25.09,101.88,0.0,403.0,,,
309,2023-08-06 20:31:14,23.66,62.74,32,0,27.1,101.88,0.0,405.0,,,
310,2023-08-06 20:32:14,23.66,62.77,32,0,24.61,101.88,1.0,408.0,0.0,0.0,0.0
311,2023-08-06 20:33:14,23.66,62.81,32,0,27.2,101.88,0.0,400.0,,,
312,2023-08-06 20:34:14,23.68,62.78,32,0,33.61,101.88,0.0,402.0,,,
313,2023-08-06 20:35:14,23.68,62.78,32,0,24.43,101.89,0.0,406.0,,,
314,2023-08-06 20:36:14,23.65,62.78,32,0,24.03,101.88,0.0,405.0,,,
315,2023-08-06 20:37:14,23.65,62.73,32,0,29.77,101.89,0.0,403.0,0.0,0.0,0.0
316,2023-08-06 20:38:14,23.65,62.86,32,0,26.46,101.89,0.0,400.0,,,
317,2023-08-06 20:39:14,23.65,62.81,32,0,29.53,101.89,0.0,400.0,,,
318,2023-08-06 20:40:14,23.65,62.77,32,0,23.9,101.89,1.0,409.0,,,
319,2023-08-06 20:41:14,23.63,62.77,32,0,24.86,101.89,0.0,406.0,,,
320,2023-08-06 20:42:14,23.62,62.78,32,0,26.55,101.89,0.0,405.0,0.0,0.0,0.0
321,2023-08-06 20:43:14,23.61,62.85,32,0,25.76,101.89,0.0,400.0,,,
322,2023-08-06 20:44:14,23.63,62.81,32,0,24.31,101.89,0.0,402.0,,,
323,2023-08-06 20:45:14,23.62,62.82,32,0,27.42,101.89,0.0,406.0,,,
324,2023-08-06 20:46:14,23.61,62.79,32,0,27.96,101.89,0.0,400.0,,,
325,2023-08-06 20:47:14,23.59,62.79,31,0,25.32,101.89,1.0,407.0,1.0,1.0,1.0
326,2023-08-06 20:48:14,23.62,62.89,31,0,29.69,101.89,0.0,400.0,,,
327,2023-08-06 20:49:14,23.58,62.84,32,0,29.7,101.9,0.0,400.0,,,
328,2023-08-06 20:50:14,23.61,62.8,32,0,23.77,101.89,1.0,411.0,,,
329,2023-08-06 20:51:14,23.59,62.78,32,0,27.85,101.89,2.0,415.0,,,
330,2023-08-06 20:52:14,23.58,62.79,31,0,26.97,101.9,2.0,414.0,0.0,0.0,0.0
331,2023-08-06 20:53:14,23.59,62.86,31,0,25.59,101.9,1.0,410.0,,,
332,2023-08-06 20:54:14,23.59,62.83,32,0,27.36,101.9,0.0,400.0,,,
333,2023-08-06 20:55:14,23.59,62.8,32,0,29.26,101.9,0.0,400.0,,,
334,2023-08-06 20:56:14,23.56,62.76,31,0,27.89,101.9,1.0,407.0,,,
335,2023-08-06 20:57:14,23.58,62.77,32,0,24.86,101.9,0.0,403.0,2.0,2.0,2.0
336,2023-08-06 20:58:14,23.55,62.9,31,0,27.75,101.9,0.0,400.0,,,
337,2023-08-06 20:59:14,23.58,62.82,32,0,29.5,101.9,0.0,400.0,,,
338,2023-08-06 21:00:14,23.56,62.78,32,0,25.5,101.9,1.0,409.0,,,
339,2023-08-06 21:01:14,23.55,62.79,31,0,28.81,101.9,1.0,408.0,,,
340,2023-08-06 21:02:14,23.55,62.84,31,0,28.19,101.9,1.0,407.0,0.0,0.0,0.0
341,2023-08-06 21:03:14,23.53,62.97,31,0,25.53,101.9,0.0,400.0,,,
342,2023-08-06 21:04:14,23.53,62.88,32,0,21.92,101.9,0.0,400.0,,,
343,2023-08-06 21:05:14,23.53,62.85,32,0,24.93,101.9,0.0,405.0,,,
344,2023-08-06 21:06:14,23.53,62.85,32,0,26.89,101.9,0.0,403.0,,,
345,2023-08-06 21:07:14,23.51,62.82,32,0,26.82,101.9,0.0,402.0,1.0,1.0,1.0
346,2023-08-06 21:08:14,23.51,62.93,31,0,24.23,101.9,0.0,400.0,,,
347,2023-08-06 21:09:14,23.51,62.92,31,0,24.39,101.91,0.0,405.0,,,
348,2023-08-06 21:10:14,23.51,62.83,31,0,24.54,101.91,0.0,400.0,,,
349,2023-08-06 21:11:14,23.48,62.86,32,0,31.86,101.91,1.0,411.0,,,
