Unnamed: 0,TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
350,2023-08-06 21:12:14,23.51,62.82,31,0,28.33,101.91,1.0,408.0,0.0,0.0,0.0
351,2023-08-06 21:13:14,23.49,62.94,31,0,24.15,101.91,0.0,400.0,,,
352,2023-08-06 21:14:14,23.49,62.88,31,0,30.35,101.91,0.0,400.0,,,
353,2023-08-06 21:15:14,23.48,62.9,31,0,29.08,101.92,0.0,405.0,,,
354,2023-08-06 21:16:14,23.47,62.83,31,0,26.08,101.91,1.0,408.0,,,
355,2023-08-06 21:17:14,23.47,62.88,31,0,26.91,101.91,1.0,407.0,2.0,2.0,2.0
356,2023-08-06 21:18:14,23.49,62.95,31,0,25.22,101.91,0.0,400.0,,,
357,2023-08-06 21:19:14,23.48,62.88,31,0,24.61,101.91,0.0,403.0,,,
358,2023-08-06 21:20:14,23.45,62.88,31,0,27.69,101.91,1.0,409.0,,,
359,2023-08-06 21:21:14,23.49,62.87,31,0,23.9,101.91,1.0,408.0,,,
360,2023-08-06 21:22:14,23.45,62.85,31,0,24.72,101.91,1.0,408.0,2.0,2.0,2.0
361,2023-08-06 21:23:14,23.47,62.95,31,0,23.72,101.91,0.0,400.0,,,
362,2023-08-06 21:24:14,23.48,62.91,31,0,22.37,101.91,1.0,413.0,,,
363,2023-08-06 21:25:14,23.44,62.92,31,0,28.15,101.91,1.0,409.0,,,
364,2023-08-06 21:26:14,23.41,62.91,31,0,25.62,101.91,1.0,410.0,,,
365,2023-08-06 21:27:14,23.42,62.89,31,0,24.54,101.91,2.0,415.0,1.0,1.0,1.0
366,2023-08-06 21:28:14,23.44,62.98,31,0,26.08,101.91,0.0,400.0,,,
367,2023-08-06 21:29:14,23.44,62.95,31,0,25.44,101.91,0.0,405.0,,,
368,2023-08-06 21:30:14,23.42,62.9,31,0,27.87,101.91,0.0,406.0,,,
369,2023-08-06 21:31:14,23.42,62.87,31,0,23.05,101.91,0.0,400.0,,,
370,2023-08-06 21:32:14,23.41,62.89,31,0,29.65,101.91,0.0,405.0,0.0,0.0,0.0
371,2023-08-06 21:33:14,23.4,62.98,31,0,26.41,101.91,0.0,400.0,,,
372,2023-08-06 21:34:14,23.41,62.91,31,0,24.72,101.91,0.0,403.0,,,
373,2023-08-06 21:35:14,23.41,62.88,31,0,24.19,101.91,0.0,405.0,,,
374,2023-08-06 21:36:14,23.41,62.9,31,0,26.41,101.91,0.0,400.0,,,
375,2023-08-06 21:37:14,23.37,62.92,31,0,29.89,101.91,0.0,400.0,2.0,2.0,2.0
376,2023-08-06 21:38:14,23.4,62.99,31,0,31.03,101.91,1.0,409.0,,,
377,2023-08-06 21:39:14,23.4,62.94,31,0,28.02,101.91,0.0,400.0,,,
378,2023-08-06 21:40:14,23.38,62.92,31,0,26.84,101.91,1.0,408.0,,,
379,2023-08-06 21:41:14,23.38,62.92,31,0,36.59,101.92,1.0,409.0,,,
380,2023-08-06 21:42:14,23.37,62.93,31,0,24.89,101.92,1.0,408.0,0.0,0.0,0.0
381,2023-08-06 21:43:14,23.37,62.99,31,0,25.76,101.92,0.0,401.0,,,
382,2023-08-06 21:44:14,23.37,62.92,31,0,23.94,101.92,0.0,400.0,,,
383,2023-08-06 21:45:14,23.37,62.95,31,0,25.44,101.92,1.0,411.0,,,
384,2023-08-06 21:46:14,23.35,62.94,31,0,28.5,101.92,2.0,415.0,,,
385,2023-08-06 21:47:14,23.35,62.92,31,0,23.2,101.92,3.0,422.0,1.0,1.0,1.0
386,2023-08-06 21:48:14,23.35,63.03,31,0,24.72,101.92,2.0,414.0,,,
387,2023-08-06 21:49:14,23.37,62.96,30,0,24.07,101.92,1.0,410.0,,,
388,2023-08-06 21:50:14,23.32,62.99,31,0,27.59,101.92,2.0,415.0,,,
389,2023-08-06 21:51:14,23.32,63.0,31,0,24.86,101.92,3.0,421.0,,,
390,2023-08-06 21:52:14,23.34,63.0,31,0,28.88,101.92,3.0,423.0,1.0,1.0,1.0
391,2023-08-06 21:53:14,23.32,63.09,30,0,22.94,101.92,1.0,413.0,,,
392,2023-08-06 21:54:14,23.34,63.0,31,0,26.03,101.91,0.0,406.0,,,
393,2023-08-06 21:55:14,23.34,63.01,31,0,28.02,101.92,1.0,408.0,,,
394,2023-08-06 21:56:14,23.32,63.01,31,0,26.46,101.92,1.0,411.0,,,
395,2023-08-06 21:57:14,23.31,63.0,31,0,25.98,101.92,2.0,416.0,0.0,1.0,1.0
396,2023-08-06 21:58:14,23.31,63.15,31,0,22.89,101.92,0.0,400.0,,,
397,2023-08-06 21:59:14,23.31,63.08,31,0,25.0,101.92,0.0,400.0,,,
398,2023-08-06 22:00:14,23.31,63.02,31,0,31.28,101.92,0.0,405.0,,,
399,2023-08-06 22:01:14,23.28,63.06,31,0,25.35,101.92,0.0,406.0,,,
400,2023-08-06 22:02:14,23.3,63.03,31,0,33.52,101.92,0.0,406.0,2.0,2.0,2.0
401,2023-08-06 22:03:14,23.3,63.2,31,0,27.28,101.92,0.0,400.0,,,
402,2023-08-06 22:04:14,23.3,63.09,31,0,24.39,101.92,0.0,400.0,,,
403,2023-08-06 22:05:14,23.28,63.09,31,0,26.55,101.92,1.0,409.0,,,
404,2023-08-06 22:06:14,23.31,63.09,31,0,23.45,101.92,1.0,410.0,,,
405,2023-08-06 22:07:14,23.27,63.06,31,0,25.79,101.92,2.0,414.0,0.0,0.0,0.0
406,2023-08-06 22:08:14,23.28,63.18,31,0,25.0,101.92,0.0,400.0,,,
407,2023-08-06 22:09:14,23.3,63.11,31,0,27.32,101.92,0.0,400.0,,,
408,2023-08-06 22:10:14,23.28,63.11,31,0,,101.92,1.0,409.0,,,
409,2023-08-06 22:11:14,23.27,63.13,31,0,26.91,101.92,0.0,406.0,,,
410,2023-08-06 22:12:14,23.25,63.13,31,0,27.87,101.92,1.0,409.0,0.0,0.0,0.0
411,2023-08-06 22:13:14,23.28,63.2,30,0,25.32,101.91,0.0,400.0,,,
412,2023-08-06 22:14:14,23.27,63.15,31,0,26.78,101.91,0.0,405.0,,,
413,2023-08-06 22:15:14,23.25,63.12,30,0,22.78,101.92,0.0,406.0,,,
414,2023-08-06 22:16:14,23.24,63.13,31,0,25.19,101.92,0.0,406.0,,,
415,2023-08-06 22:17:14,23.24,63.12,30,0,29.56,101.91,7.0,446.0,0.0,0.0,0.0
416,2023-08-06 22:18:14,23.25,63.24,30,0,25.53,101.92,3.0,425.0,,,
417,2023-08-06 22:19:14,23.25,63.17,30,0,23.59,101.91,0.0,400.0,,,
418,2023-08-06 22:20:14,23.22,63.2,30,0,24.07,101.91,0.0,405.0,,,
419,2023-08-06 22:21:14,23.24,63.15,30,0,23.59,101.91,5.0,436.0,,,
420,2023-08-06 22:22:14,23.22,63.16,30,0,24.19,101.91,5.0,436.0,0.0,0.0,0.0
421,2023-08-06 22:23:14,23.24,63.25,30,0,25.13,101.91,2.0,417.0,,,
422,2023-08-06 22:24:14,23.21,63.19,30,0,29.27,101.91,3.0,421.0,,,
423,2023-08-06 22:25:14,23.21,63.22,31,0,23.25,101.91,3.0,421.0,,,
424,2023-08-06 22:26:14,23.21,63.19,30,0,23.81,101.91,4.0,427.0,,,
425,2023-08-06 22:27:14,23.21,63.17,31,0,24.39,101.91,3.0,424.0,1.0,1.0,1.0
426,2023-08-06 22:28:14,23.21,63.29,30,0,26.43,101.91,3.0,426.0,,,
427,2023-08-06 22:29:14,23.2,63.21,30,0,25.56,101.91,1.0,407.0,,,
428,2023-08-06 22:30:14,23.22,63.2,30,0,27.49,101.92,1.0,410.0,,,
429,2023-08-06 22:31:14,23.2,63.19,30,0,24.65,101.92,2.0,416.0,,,
430,2023-08-06 22:32:14,23.2,63.23,30,0,24.46,101.92,3.0,420.0,0.0,0.0,0.0
431,2023-08-06 22:33:14,23.21,63.35,30,0,24.86,101.92,0.0,403.0,,,
432,2023-08-06 22:34:14,23.2,63.21,30,0,28.76,101.92,0.0,400.0,,,
433,2023-08-06 22:35:14,23.2,63.23,30,0,23.63,101.92,2.0,414.0,,,
434,2023-08-06 22:36:14,23.17,63.21,30,0,22.78,101.92,2.0,415.0,,,
435,2023-08-06 22:37:14,23.18,63.26,30,0,23.4,101.92,2.0,418.0,0.0,0.0,0.0
436,2023-08-06 22:38:14,23.16,63.35,30,0,28.84,101.92,0.0,400.0,,,
437,2023-08-06 22:39:14,23.17,63.27,30,0,26.73,101.92,0.0,400.0,,,
438,2023-08-06 22:40:14,23.17,63.23,30,0,24.35,101.92,1.0,409.0,,,
439,2023-08-06 22:41:14,23.14,63.24,30,0,,101.92,2.0,415.0,,,
440,2023-08-06 22:42:14,23.14,63.25,31,0,30.5,101.92,2.0,415.0,0.0,0.0,0.0
441,2023-08-06 22:43:14,23.17,63.35,30,0,25.38,101.92,0.0,400.0,,,
442,2023-08-06 22:44:14,23.16,63.29,30,0,25.53,101.92,0.0,400.0,,,
443,2023-08-06 22:45:14,23.17,63.29,30,0,24.96,101.92,0.0,400.0,,,
444,2023-08-06 22:46:14,23.12,63.26,30,0,25.84,101.92,0.0,405.0,,,
445,2023-08-06 22:47:14,23.12,63.27,30,0,28.61,101.93,1.0,409.0,0.0,0.0,0.0
446,2023-08-06 22:48:14,23.16,63.4,30,0,24.58,101.93,0.0,400.0,,,
447,2023-08-06 22:49:14,23.12,63.31,30,0,24.39,101.93,0.0,400.0,,,
448,2023-08-06 22:50:14,23.11,63.32,30,0,26.06,101.93,0.0,405.0,,,
449,2023-08-06 22:51:14,23.11,63.3,30,0,23.94,101.93,0.0,406.0,,,
450,2023-08-06 22:52:14,23.11,63.31,30,0,25.41,101.93,0.0,406.0,1.0,1.0,1.0
451,2023-08-06 22:53:14,23.11,63.44,30,0,24.03,101.94,0.0,400.0,,,
452,2023-08-06 22:54:14,23.1,63.33,30,0,23.59,101.94,0.0,405.0,,,
453,2023-08-06 22:55:14,23.14,63.34,30,0,24.54,101.94,1.0,408.0,,,
454,2023-08-06 22:56:14,23.08,63.3,30,0,25.76,101.93,0.0,406.0,,,
455,2023-08-06 22:57:14,23.08,63.33,30,0,24.15,101.94,0.0,405.0,2.0,2.0,2.0
456,2023-08-06 22:58:14,23.1,63.42,30,0,24.79,101.94,0.0,400.0,,,
457,2023-08-06 22:59:14,23.08,63.36,30,0,26.53,101.94,0.0,400.0,,,
458,2023-08-06 23:00:14,23.07,63.35,30,0,26.73,101.94,0.0,405.0,,,
459,2023-08-06 23:01:14,23.08,63.35,30,0,24.39,101.94,1.0,408.0,,,
460,2023-08-06 23:02:14,23.07,63.37,30,0,31.77,101.94,1.0,409.0,0.0,0.0,0.0
461,2023-08-06 23:03:14,23.1,63.45,30,0,23.9,101.94,0.0,400.0,,,
462,2023-08-06 23:04:14,23.1,63.42,30,0,23.05,101.94,0.0,400.0,,,
463,2023-08-06 23:05:14,23.08,63.38,30,0,27.22,101.94,0.0,405.0,,,
464,2023-08-06 23:06:14,23.07,63.38,30,0,22.89,101.94,1.0,408.0,,,
465,2023-08-06 23:07:14,23.05,63.4,30,0,23.81,101.94,2.0,414.0,0.0,0.0,0.0
466,2023-08-06 23:08:14,23.05,63.51,30,0,28.19,101.94,0.0,400.0,,,
467,2023-08-06 23:09:14,23.07,63.42,30,0,25.22,101.94,0.0,400.0,,,
468,2023-08-06 23:10:14,23.05,63.47,30,0,28.61,101.94,0.0,405.0,,,
469,2023-08-06 23:11:14,23.04,63.45,30,0,29.53,101.94,1.0,411.0,,,
470,2023-08-06 23:12:14,23.02,63.42,30,0,25.22,101.95,1.0,411.0,1.0,1.0,1.0
471,2023-08-06 23:13:14,23.05,63.54,30,0,25.47,101.94,2.0,414.0,,,
472,2023-08-06 23:14:14,23.02,63.46,30,0,25.56,101.94,0.0,400.0,,,
473,2023-08-06 23:15:14,23.07,63.43,30,0,25.98,101.94,0.0,405.0,,,
474,2023-08-06 23:16:14,23.01,63.45,30,0,25.32,101.94,1.0,411.0,,,
475,2023-08-06 23:17:14,23.04,63.47,30,0,24.89,101.94,2.0,414.0,0.0,0.0,0.0
476,2023-08-06 23:18:14,23.04,63.59,30,0,25.65,101.94,0.0,405.0,,,
477,2023-08-06 23:19:14,23.01,63.5,30,0,26.89,101.94,0.0,400.0,,,
478,2023-08-06 23:20:14,23.02,63.48,30,0,26.91,101.94,0.0,405.0,,,
479,2023-08-06 23:21:14,23.04,63.5,30,0,22.37,101.94,1.0,411.0,,,
480,2023-08-06 23:22:14,23.01,63.45,30,0,22.83,101.94,1.0,409.0,0.0,2.0,2.0
481,2023-08-06 23:23:14,23.0,63.58,30,0,24.89,101.94,0.0,400.0,,,
482,2023-08-06 23:24:14,23.02,63.52,30,0,26.5,101.94,0.0,400.0,,,
483,2023-08-06 23:25:14,23.0,63.55,30,0,23.72,101.94,0.0,400.0,,,
484,2023-08-06 23:26:14,23.0,63.52,30,0,23.35,101.94,1.0,408.0,,,
485,2023-08-06 23:27:14,23.0,63.52,30,0,24.96,101.94,1.0,407.0,1.0,1.0,1.0
486,2023-08-06 23:28:14,22.98,63.62,30,0,24.72,101.94,0.0,400.0,,,
487,2023-08-06 23:29:14,23.01,63.55,30,0,23.4,101.94,0.0,400.0,,,
488,2023-08-06 23:30:14,22.98,63.55,30,0,24.31,101.94,0.0,405.0,,,
489,2023-08-06 23:31:14,22.98,63.53,30,0,25.41,101.94,0.0,403.0,,,
490,2023-08-06 23:32:14,23.0,63.53,30,0,23.15,101.94,0.0,405.0,3.0,3.0,3.0
491,2023-08-06 23:33:14,22.98,63.64,30,0,24.11,101.94,0.0,400.0,,,
492,2023-08-06 23:34:14,23.0,63.58,30,0,24.19,101.94,0.0,400.0,,,
493,2023-08-06 23:35:14,22.97,63.56,30,0,23.59,101.94,0.0,405.0,,,
494,2023-08-06 23:36:14,22.97,63.56,30,0,22.83,101.94,1.0,407.0,,,
495,2023-08-06 23:37:14,22.95,63.59,30,0,22.55,101.94,1.0,409.0,1.0,1.0,1.0
496,2023-08-06 23:38:14,22.97,63.7,30,0,23.35,101.94,0.0,400.0,,,
497,2023-08-06 23:39:14,22.95,63.6,30,0,27.62,101.94,0.0,405.0,,,
498,2023-08-06 23:40:14,22.95,63.57,30,0,24.15,101.94,1.0,407.0,,,
499,2023-08-06 23:41:14,22.95,63.54,30,0,25.92,101.94,0.0,405.0,,,
500,2023-08-06 23:42:14,22.94,63.59,30,0,20.67,101.94,1.0,408.0,0.0,0.0,0.0
501,2023-08-06 23:43:14,22.95,63.67,30,0,20.39,101.95,0.0,400.0,,,
502,2023-08-06 23:44:14,22.94,63.6,29,0,23.3,101.95,0.0,400.0,,,
503,2023-08-06 23:45:14,22.93,63.65,30,0,24.35,101.95,0.0,405.0,,,
504,2023-08-06 23:46:14,22.93,63.61,30,0,26.48,101.95,0.0,403.0,,,
505,2023-08-06 23:47:14,22.91,63.63,29,0,34.06,101.94,0.0,401.0,0.0,0.0,6.0
506,2023-08-06 23:48:14,22.93,63.69,30,0,22.94,101.95,0.0,400.0,,,
507,2023-08-06 23:49:14,22.94,63.66,29,0,26.78,101.95,0.0,405.0,,,
508,2023-08-06 23:50:14,22.91,63.62,30,0,25.09,101.95,1.0,408.0,,,
509,2023-08-06 23:51:14,22.91,63.65,30,0,27.22,101.95,1.0,409.0,,,
510,2023-08-06 23:52:14,22.89,63.65,30,0,25.73,101.95,1.0,413.0,0.0,0.0,0.0
511,2023-08-06 23:53:14,22.93,63.75,30,0,27.69,101.95,0.0,400.0,,,
512,2023-08-06 23:54:14,22.93,63.69,30,0,22.31,101.94,0.0,400.0,,,
513,2023-08-06 23:55:14,22.93,63.65,29,0,27.08,101.95,1.0,408.0,,,
514,2023-08-06 23:56:14,22.89,63.67,30,0,30.58,101.95,1.0,411.0,,,
515,2023-08-06 23:57:14,22.86,63.72,30,0,31.11,101.95,1.0,413.0,0.0,0.0,0.0
516,2023-08-06 23:58:14,22.89,63.82,29,0,29.69,101.95,1.0,413.0,,,
517,2023-08-06 23:59:14,22.91,63.73,29,0,23.98,101.94,0.0,400.0,,,
518,2023-08-07 00:00:14,22.87,63.72,29,0,26.03,101.95,0.0,405.0,,,
519,2023-08-07 00:01:14,22.87,63.68,30,0,24.23,101.95,1.0,408.0,,,
520,2023-08-07 00:02:14,22.87,63.73,30,0,24.19,101.94,1.0,409.0,1.0,1.0,1.0
521,2023-08-07 00:03:14,22.9,63.86,30,0,21.85,101.95,1.0,408.0,,,
522,2023-08-07 00:04:14,22.89,63.81,29,0,23.4,101.95,0.0,400.0,,,
523,2023-08-07 00:05:14,22.89,63.75,30,0,23.25,101.94,0.0,405.0,,,
524,2023-08-07 00:06:14,22.87,63.78,30,0,23.59,101.94,1.0,411.0,,,
525,2023-08-07 00:07:14,22.86,63.71,29,0,29.48,101.94,1.0,409.0,0.0,0.0,0.0
526,2023-08-07 00:08:14,22.86,63.87,30,0,25.84,101.94,1.0,408.0,,,
527,2023-08-07 00:09:14,22.87,63.82,30,0,23.4,101.94,0.0,400.0,,,
528,2023-08-07 00:10:14,22.86,63.78,30,0,27.02,101.94,0.0,405.0,,,
529,2023-08-07 00:11:14,22.84,63.84,30,0,22.83,101.94,1.0,408.0,,,
530,2023-08-07 00:12:14,22.84,63.81,30,0,23.45,101.94,1.0,409.0,0.0,0.0,0.0
531,2023-08-07 00:13:14,22.86,63.89,29,0,23.49,101.95,0.0,400.0,,,
532,2023-08-07 00:14:14,22.83,63.81,29,0,23.9,101.95,0.0,400.0,,,
533,2023-08-07 00:15:14,22.84,63.84,29,0,23.35,101.95,0.0,405.0,,,
534,2023-08-07 00:16:14,22.84,63.81,30,0,24.27,101.95,1.0,408.0,,,
535,2023-08-07 00:17:14,22.83,63.83,29,0,26.95,101.95,1.0,409.0,1.0,1.0,1.0
536,2023-08-07 00:18:14,22.81,63.97,29,0,23.9,101.95,0.0,400.0,,,
537,2023-08-07 00:19:14,22.86,63.91,29,0,24.76,101.95,0.0,400.0,,,
538,2023-08-07 00:20:14,22.83,63.9,29,0,23.54,101.95,0.0,405.0,,,
539,2023-08-07 00:21:14,22.81,63.93,29,0,22.05,101.95,0.0,403.0,,,
540,2023-08-07 00:22:14,22.81,63.91,29,0,24.83,101.94,0.0,405.0,1.0,1.0,1.0
541,2023-08-07 00:23:14,22.83,64.03,29,0,26.53,101.95,0.0,400.0,,,
542,2023-08-07 00:24:14,22.83,63.99,29,0,25.26,101.95,0.0,400.0,,,
543,2023-08-07 00:25:14,22.81,63.93,29,0,24.03,101.95,0.0,405.0,,,
544,2023-08-07 00:26:14,22.81,63.91,29,0,24.79,101.95,1.0,408.0,,,
545,2023-08-07 00:27:14,22.8,63.91,29,0,25.26,101.95,1.0,409.0,0.0,0.0,0.0
546,2023-08-07 00:28:14,22.83,64.08,29,0,24.65,101.95,0.0,400.0,,,
547,2023-08-07 00:29:14,22.81,64.0,29,0,24.15,101.95,0.0,405.0,,,
548,2023-08-07 00:30:14,22.81,64.03,29,0,21.99,101.95,1.0,411.0,,,
549,2023-08-07 00:31:14,22.8,63.98,29,0,25.03,101.95,1.0,409.0,,,
550,2023-08-07 00:32:14,22.8,63.91,29,0,24.58,101.95,1.0,413.0,0.0,0.0,0.0
551,2023-08-07 00:33:14,22.8,64.12,29,0,24.89,101.95,0.0,400.0,,,
552,2023-08-07 00:34:14,22.81,64.03,29,0,25.06,101.95,0.0,405.0,,,
553,2023-08-07 00:35:14,22.81,64.0,29,0,25.29,101.94,1.0,407.0,,,
554,2023-08-07 00:36:14,22.81,63.99,29,0,25.98,101.94,0.0,405.0,,,
555,2023-08-07 00:37:14,22.79,64.01,29,0,37.58,101.95,1.0,408.0,0.0,0.0,0.0
556,2023-08-07 00:38:14,22.81,64.13,29,0,23.77,101.95,0.0,400.0,,,
557,2023-08-07 00:39:14,22.8,64.02,29,0,22.24,101.95,1.0,409.0,,,
558,2023-08-07 00:40:14,22.79,64.03,29,0,25.13,101.95,1.0,408.0,,,
559,2023-08-07 00:41:14,22.79,64.04,29,0,31.01,101.94,0.0,406.0,,,
560,2023-08-07 00:42:14,22.79,64.02,29,0,25.73,101.94,1.0,408.0,1.0,1.0,1.0
561,2023-08-07 00:43:14,22.8,64.16,28,0,29.89,101.94,0.0,400.0,,,
562,2023-08-07 00:44:14,22.77,64.08,29,0,23.59,101.95,0.0,400.0,,,
563,2023-08-07 00:45:14,22.79,64.06,29,0,22.94,101.94,1.0,409.0,,,
564,2023-08-07 00:46:14,22.77,64.06,29,0,21.56,101.94,2.0,416.0,,,
565,2023-08-07 00:47:14,22.74,64.02,28,0,24.68,101.94,1.0,409.0,1.0,1.0,1.0
566,2023-08-07 00:48:14,22.76,64.17,29,0,22.43,101.94,5.0,436.0,,,
567,2023-08-07 00:49:14,22.79,64.08,29,0,24.31,101.94,0.0,402.0,,,
568,2023-08-07 00:50:14,22.79,64.04,28,0,25.62,101.94,0.0,405.0,,,
569,2023-08-07 00:51:14,22.79,64.02,29,0,25.84,101.94,1.0,407.0,,,
570,2023-08-07 00:52:14,22.76,64.03,29,0,22.78,101.94,0.0,406.0,2.0,2.0,2.0
571,2023-08-07 00:53:14,22.74,64.19,28,0,25.19,101.94,0.0,400.0,,,
572,2023-08-07 00:54:14,22.79,64.1,29,0,26.11,101.94,2.0,417.0,,,
573,2023-08-07 00:55:14,22.73,64.05,28,0,25.5,101.94,0.0,403.0,,,
574,2023-08-07 00:56:14,22.73,64.06,28,0,26.73,101.94,4.0,427.0,,,
575,2023-08-07 00:57:14,22.76,64.07,29,0,23.25,101.94,4.0,432.0,1.0,3.0,3.0
576,2023-08-07 00:58:14,22.76,64.14,28,0,24.58,101.94,0.0,400.0,,,
577,2023-08-07 00:59:14,22.74,64.08,28,0,26.84,101.94,0.0,400.0,,,
578,2023-08-07 01:00:14,22.73,64.06,28,0,25.9,101.93,3.0,426.0,,,
579,2023-08-07 01:01:14,22.73,64.07,28,0,23.35,101.94,4.0,432.0,,,
580,2023-08-07 01:02:14,22.73,64.1,28,0,27.96,101.93,5.0,433.0,0.0,0.0,0.0
581,2023-08-07 01:03:14,22.76,64.16,28,0,23.77,101.93,3.0,422.0,,,
582,2023-08-07 01:04:14,22.76,64.07,28,0,22.43,101.93,0.0,400.0,,,
583,2023-08-07 01:05:14,22.73,64.09,29,0,25.09,101.93,0.0,406.0,,,
584,2023-08-07 01:06:14,22.73,64.06,29,0,23.59,101.93,4.0,428.0,,,
585,2023-08-07 01:07:14,22.71,64.08,28,0,25.84,101.93,5.0,433.0,0.0,0.0,0.0
586,2023-08-07 01:08:14,22.71,64.19,28,0,26.24,101.93,2.0,417.0,,,
587,2023-08-07 01:09:14,22.73,64.13,28,0,25.09,101.94,2.0,415.0,,,
588,2023-08-07 01:10:14,22.7,64.09,28,0,23.59,101.94,2.0,418.0,,,
589,2023-08-07 01:11:14,22.7,64.08,29,0,29.9,101.94,3.0,422.0,,,
590,2023-08-07 01:12:14,22.69,64.11,28,0,24.65,101.94,3.0,423.0,0.0,0.0,0.0
591,2023-08-07 01:13:14,22.71,64.18,28,0,25.19,101.94,1.0,408.0,,,
592,2023-08-07 01:14:14,22.71,64.11,28,0,22.99,101.94,1.0,407.0,,,
593,2023-08-07 01:15:14,22.7,64.06,28,0,24.35,101.94,2.0,414.0,,,
594,2023-08-07 01:16:14,22.69,64.08,28,0,23.49,101.94,2.0,416.0,,,
595,2023-08-07 01:17:14,22.7,64.08,28,0,19.3,101.94,3.0,421.0,0.0,0.0,0.0
596,2023-08-07 01:18:14,22.71,64.18,28,0,24.23,101.94,0.0,405.0,,,
597,2023-08-07 01:19:14,22.7,64.15,28,0,25.5,101.94,0.0,405.0,,,
598,2023-08-07 01:20:14,22.69,64.13,28,0,21.99,101.94,0.0,405.0,,,
599,2023-08-07 01:21:14,22.67,64.08,28,0,25.19,101.94,1.0,408.0,,,
600,2023-08-07 01:22:14,22.69,64.09,28,0,22.66,101.94,1.0,411.0,0.0,0.0,0.0
601,2023-08-07 01:23:14,22.69,64.24,28,0,26.5,101.94,0.0,400.0,,,
602,2023-08-07 01:24:14,22.69,64.16,28,0,25.56,101.94,0.0,400.0,,,
603,2023-08-07 01:25:14,22.67,64.12,28,0,22.31,101.94,1.0,408.0,,,
604,2023-08-07 01:26:14,22.66,64.07,28,0,23.2,101.94,0.0,402.0,,,
605,2023-08-07 01:27:14,22.67,64.11,28,0,25.09,101.94,0.0,405.0,0.0,0.0,0.0
606,2023-08-07 01:28:14,22.66,64.24,28,0,21.34,101.94,0.0,400.0,,,
607,2023-08-07 01:29:14,22.67,64.19,28,0,29.03,101.94,0.0,400.0,,,
608,2023-08-07 01:30:14,22.67,64.13,28,0,26.06,101.94,0.0,405.0,,,
609,2023-08-07 01:31:14,22.67,64.16,28,0,27.55,101.94,1.0,411.0,,,
610,2023-08-07 01:32:14,22.67,64.15,28,0,24.58,101.94,1.0,409.0,0.0,0.0,0.0
611,2023-08-07 01:33:14,22.66,64.25,28,0,27.66,101.94,1.0,409.0,,,
612,2023-08-07 01:34:14,22.66,64.15,28,0,24.86,101.95,0.0,400.0,,,
613,2023-08-07 01:35:14,22.65,64.15,28,0,25.62,101.94,1.0,407.0,,,
614,2023-08-07 01:36:14,22.66,64.12,28,0,23.05,101.94,2.0,414.0,,,
615,2023-08-07 01:37:14,22.65,64.13,28,0,24.79,101.94,1.0,411.0,0.0,0.0,0.0
616,2023-08-07 01:38:14,22.63,64.24,28,0,24.79,101.94,1.0,407.0,,,
617,2023-08-07 01:39:14,22.66,64.17,28,0,23.1,101.95,0.0,400.0,,,
618,2023-08-07 01:40:14,22.66,64.14,28,0,23.77,101.94,0.0,403.0,,,
619,2023-08-07 01:41:14,22.63,64.11,28,0,25.79,101.94,1.0,407.0,,,
620,2023-08-07 01:42:14,22.65,64.18,28,0,24.07,101.94,1.0,410.0,0.0,0.0,0.0
621,2023-08-07 01:43:14,22.63,64.24,28,0,23.25,101.94,0.0,405.0,,,
622,2023-08-07 01:44:14,22.65,64.18,28,0,23.49,101.94,0.0,400.0,,,
623,2023-08-07 01:45:14,22.63,64.14,28,0,24.03,101.94,1.0,408.0,,,
624,2023-08-07 01:46:14,22.61,64.12,28,0,43.91,101.94,1.0,413.0,,,
625,2023-08-07 01:47:14,22.61,64.17,28,0,26.41,101.94,1.0,410.0,2.0,2.0,2.0
626,2023-08-07 01:48:14,22.61,64.27,28,0,23.63,101.94,0.0,400.0,,,
627,2023-08-07 01:49:14,22.61,64.17,28,0,23.05,101.94,0.0,400.0,,,
628,2023-08-07 01:50:14,22.61,64.2,28,0,24.79,101.94,1.0,410.0,,,
629,2023-08-07 01:51:14,22.61,64.18,28,0,23.94,101.94,1.0,409.0,,,
630,2023-08-07 01:52:14,22.6,64.2,28,0,25.73,101.94,1.0,413.0,1.0,2.0,2.0
631,2023-08-07 01:53:14,22.61,64.32,28,0,25.92,101.94,0.0,400.0,,,
632,2023-08-07 01:54:14,22.61,64.25,28,0,22.12,101.94,0.0,400.0,,,
633,2023-08-07 01:55:14,22.61,64.2,28,0,23.81,101.94,1.0,408.0,,,
634,2023-08-07 01:56:14,22.57,64.24,28,0,25.13,101.93,1.0,409.0,,,
635,2023-08-07 01:57:14,22.6,64.24,28,0,22.94,101.93,1.0,413.0,0.0,0.0,0.0
636,2023-08-07 01:58:14,22.57,64.36,28,0,22.43,101.94,0.0,400.0,,,
637,2023-08-07 01:59:14,22.59,64.24,28,0,26.8,101.93,0.0,401.0,,,
638,2023-08-07 02:00:14,22.61,64.22,28,0,22.66,101.93,1.0,407.0,,,
639,2023-08-07 02:01:14,22.59,64.23,28,0,30.53,101.93,1.0,410.0,,,
640,2023-08-07 02:02:14,22.59,64.25,28,0,26.36,101.93,1.0,410.0,0.0,0.0,0.0
